order_id,product_name,quantity
111,Producto 078,2
120,Producto 078,3
122,Producto 078,2
127,Producto 078,3
145,Producto 078,2
155,Producto 078,3
155,Producto 078,2
170,Producto 078,2
195,Producto 078,3
219,Producto 078,1
230,Producto 078,1
308,Producto 078,1
349,Producto 078,3
353,Producto 078,3
387,Producto 078,1
464,Producto 078,3
496,Producto 078,2
516,Producto 078,3
536,Producto 078,3
539,Producto 078,2
596,Producto 078,2
658,Producto 078,2
696,Producto 078,1
705,Producto 078,3
708,Producto 078,2
733,Producto 078,1
773,Producto 078,2
782,Producto 078,3
800,Producto 078,2
803,Producto 078,1
857,Producto 078,3
864,Producto 078,1
864,Producto 078,1
918,Producto 078,1
933,Producto 078,2
953,Producto 078,1
965,Producto 078,1
973,Producto 078,3
992,Producto 078,1
995,Producto 078,2
1026,Producto 078,2
1082,Producto 078,1
1091,Producto 078,2
1094,Producto 078,3
1098,Producto 078,1
5,Producto 051,2
42,Producto 051,1
109,Producto 051,3
128,Producto 051,3
130,Producto 051,3
134,Producto 051,2
164,Producto 051,3
210,Producto 051,3
240,Producto 051,2
254,Producto 051,1
400,Producto 051,2
460,Producto 051,2
481,Producto 051,3
511,Producto 051,1
517,Producto 051,2
589,Producto 051,2
612,Producto 051,3
699,Producto 051,1
705,Producto 051,2
746,Producto 051,2
784,Producto 051,3
834,Producto 051,1
849,Producto 051,3
894,Producto 051,2
898,Producto 051,2
991,Producto 051,1
1002,Producto 051,3
1060,Producto 051,1
1076,Producto 051,1
1094,Producto 051,1
1135,Producto 051,3
1143,Producto 051,1
1197,Producto 051,2
5,Producto 057,2
47,Producto 057,3
70,Producto 057,2
118,Producto 057,3
131,Producto 057,2
146,Producto 057,1
202,Producto 057,1
234,Producto 057,3
253,Producto 057,1
255,Producto 057,3
285,Producto 057,1
357,Producto 057,2
392,Producto 057,3
452,Producto 057,2
459,Producto 057,2
488,Producto 057,2
524,Producto 057,2
535,Producto 057,1
546,Producto 057,2
577,Producto 057,3
595,Producto 057,1
690,Producto 057,1
701,Producto 057,2
737,Producto 057,3
738,Producto 057,1
758,Producto 057,3
762,Producto 057,3
835,Producto 057,3
895,Producto 057,3
945,Producto 057,1
958,Producto 057,1
985,Producto 057,3
1017,Producto 057,2
1192,Producto 057,3
6,Producto 067,2
18,Producto 067,1
37,Producto 067,3
57,Producto 067,3
65,Producto 067,1
132,Producto 067,1
167,Producto 067,2
177,Producto 067,3
180,Producto 067,3
274,Producto 067,2
310,Producto 067,2
400,Producto 067,3
439,Producto 067,1
467,Producto 067,3
563,Producto 067,3
565,Producto 067,2
572,Producto 067,3
576,Producto 067,2
581,Producto 067,1
593,Producto 067,1
630,Producto 067,3
713,Producto 067,1
758,Producto 067,2
784,Producto 067,1
799,Producto 067,1
823,Producto 067,3
1046,Producto 067,2
1061,Producto 067,1
1082,Producto 067,3
1121,Producto 067,3
1162,Producto 067,3
1165,Producto 067,2
6,Producto 053,1
21,Producto 053,3
23,Producto 053,1
118,Producto 053,2
154,Producto 053,3
199,Producto 053,1
220,Producto 053,3
243,Producto 053,1
337,Producto 053,3
359,Producto 053,3
398,Producto 053,2
422,Producto 053,2
462,Producto 053,1
463,Producto 053,2
509,Producto 053,1
554,Producto 053,2
580,Producto 053,1
588,Producto 053,2
598,Producto 053,3
601,Producto 053,2
604,Producto 053,1
604,Producto 053,3
605,Producto 053,2
617,Producto 053,3
713,Producto 053,2
793,Producto 053,2
805,Producto 053,3
1017,Producto 053,3
1045,Producto 053,2
1094,Producto 053,2
1120,Producto 053,3
1179,Producto 053,2
6,Producto 024,1
24,Producto 024,1
26,Producto 024,1
69,Producto 024,3
116,Producto 024,2
119,Producto 024,1
133,Producto 024,3
142,Producto 024,1
147,Producto 024,1
157,Producto 024,3
170,Producto 024,3
218,Producto 024,2
219,Producto 024,2
250,Producto 024,1
290,Producto 024,3
319,Producto 024,2
341,Producto 024,1
343,Producto 024,1
372,Producto 024,1
465,Producto 024,3
469,Producto 024,2
475,Producto 024,2
490,Producto 024,1
491,Producto 024,2
583,Producto 024,3
666,Producto 024,1
709,Producto 024,1
791,Producto 024,3
792,Producto 024,1
792,Producto 024,1
847,Producto 024,2
851,Producto 024,3
870,Producto 024,2
874,Producto 024,2
905,Producto 024,1
916,Producto 024,1
919,Producto 024,2
1024,Producto 024,3
1034,Producto 024,1
1133,Producto 024,2
6,Producto 017,3
11,Producto 017,3
87,Producto 017,1
111,Producto 017,1
156,Producto 017,3
177,Producto 017,1
191,Producto 017,1
214,Producto 017,1
335,Producto 017,2
343,Producto 017,2
381,Producto 017,3
419,Producto 017,2
483,Producto 017,2
501,Producto 017,2
507,Producto 017,3
518,Producto 017,1
536,Producto 017,2
539,Producto 017,1
575,Producto 017,2
587,Producto 017,1
629,Producto 017,3
645,Producto 017,1
654,Producto 017,3
702,Producto 017,2
715,Producto 017,1
808,Producto 017,2
821,Producto 017,2
834,Producto 017,2
847,Producto 017,1
909,Producto 017,2
923,Producto 017,3
955,Producto 017,1
972,Producto 017,1
1003,Producto 017,3
1119,Producto 017,2
6,Producto 031,3
22,Producto 031,3
41,Producto 031,3
107,Producto 031,3
110,Producto 031,3
145,Producto 031,1
210,Producto 031,2
220,Producto 031,3
231,Producto 031,2
234,Producto 031,3
270,Producto 031,2
290,Producto 031,1
301,Producto 031,3
316,Producto 031,3
327,Producto 031,3
342,Producto 031,1
440,Producto 031,1
443,Producto 031,1
448,Producto 031,1
498,Producto 031,2
567,Producto 031,2
602,Producto 031,3
603,Producto 031,2
659,Producto 031,3
665,Producto 031,2
673,Producto 031,2
684,Producto 031,2
723,Producto 031,1
739,Producto 031,1
755,Producto 031,3
765,Producto 031,3
796,Producto 031,2
858,Producto 031,1
903,Producto 031,1
976,Producto 031,2
997,Producto 031,2
1010,Producto 031,1
1070,Producto 031,3
1121,Producto 031,3
1132,Producto 031,1
1142,Producto 031,1
1146,Producto 031,1
1191,Producto 031,3
7,Producto 096,3
7,Producto 096,1
15,Producto 096,3
39,Producto 096,3
62,Producto 096,2
67,Producto 096,3
73,Producto 096,2
82,Producto 096,3
86,Producto 096,1
106,Producto 096,1
125,Producto 096,3
128,Producto 096,3
151,Producto 096,3
167,Producto 096,1
227,Producto 096,2
236,Producto 096,3
299,Producto 096,3
317,Producto 096,3
367,Producto 096,2
380,Producto 096,1
440,Producto 096,3
450,Producto 096,3
474,Producto 096,2
490,Producto 096,3
538,Producto 096,1
558,Producto 096,2
570,Producto 096,3
699,Producto 096,1
715,Producto 096,1
730,Producto 096,2
775,Producto 096,2
787,Producto 096,1
787,Producto 096,2
826,Producto 096,3
836,Producto 096,1
842,Producto 096,2
846,Producto 096,1
882,Producto 096,1
883,Producto 096,2
898,Producto 096,2
944,Producto 096,3
976,Producto 096,1
991,Producto 096,1
1038,Producto 096,3
1068,Producto 096,3
1090,Producto 096,2
1159,Producto 096,1
7,Producto 027,1
61,Producto 027,3
97,Producto 027,3
97,Producto 027,3
147,Producto 027,1
154,Producto 027,3
154,Producto 027,3
168,Producto 027,3
234,Producto 027,3
289,Producto 027,1
321,Producto 027,3
382,Producto 027,1
428,Producto 027,2
521,Producto 027,2
540,Producto 027,3
548,Producto 027,2
560,Producto 027,3
626,Producto 027,1
666,Producto 027,2
705,Producto 027,2
757,Producto 027,3
760,Producto 027,3
836,Producto 027,1
854,Producto 027,3
922,Producto 027,3
933,Producto 027,1
945,Producto 027,3
1042,Producto 027,1
1063,Producto 027,1
1077,Producto 027,3
1089,Producto 027,3
1144,Producto 027,1
1144,Producto 027,2
1186,Producto 027,3
1190,Producto 027,1
8,Producto 014,1
9,Producto 014,2
46,Producto 014,1
69,Producto 014,1
102,Producto 014,1
119,Producto 014,1
129,Producto 014,2
184,Producto 014,1
187,Producto 014,2
244,Producto 014,3
254,Producto 014,1
333,Producto 014,1
375,Producto 014,1
385,Producto 014,1
392,Producto 014,1
402,Producto 014,3
406,Producto 014,1
493,Producto 014,2
514,Producto 014,2
547,Producto 014,3
548,Producto 014,3
548,Producto 014,1
641,Producto 014,2
646,Producto 014,3
652,Producto 014,1
706,Producto 014,2
738,Producto 014,2
793,Producto 014,3
824,Producto 014,2
838,Producto 014,3
944,Producto 014,3
957,Producto 014,3
960,Producto 014,3
994,Producto 014,1
996,Producto 014,1
1024,Producto 014,1
1024,Producto 014,2
1048,Producto 014,1
1089,Producto 014,3
1129,Producto 014,1
1131,Producto 014,1
1184,Producto 014,2
8,Producto 009,2
51,Producto 009,3
55,Producto 009,3
57,Producto 009,1
101,Producto 009,2
152,Producto 009,2
169,Producto 009,1
194,Producto 009,2
281,Producto 009,1
329,Producto 009,2
367,Producto 009,3
433,Producto 009,3
447,Producto 009,2
555,Producto 009,1
629,Producto 009,3
629,Producto 009,1
681,Producto 009,1
705,Producto 009,3
724,Producto 009,3
732,Producto 009,1
742,Producto 009,1
748,Producto 009,1
752,Producto 009,2
848,Producto 009,3
850,Producto 009,3
866,Producto 009,2
951,Producto 009,1
971,Producto 009,1
1012,Producto 009,2
1025,Producto 009,2
1032,Producto 009,2
1107,Producto 009,2
1130,Producto 009,2
1146,Producto 009,1
8,Producto 071,1
13,Producto 071,2
51,Producto 071,1
71,Producto 071,2
75,Producto 071,3
98,Producto 071,2
139,Producto 071,2
152,Producto 071,1
162,Producto 071,2
184,Producto 071,2
199,Producto 071,1
218,Producto 071,2
266,Producto 071,1
285,Producto 071,1
338,Producto 071,2
416,Producto 071,3
528,Producto 071,2
532,Producto 071,1
584,Producto 071,2
686,Producto 071,1
732,Producto 071,3
831,Producto 071,2
860,Producto 071,1
866,Producto 071,2
871,Producto 071,3
880,Producto 071,2
926,Producto 071,3
945,Producto 071,1
974,Producto 071,2
979,Producto 071,2
989,Producto 071,3
1011,Producto 071,1
1052,Producto 071,2
1176,Producto 071,1
8,Producto 004,2
164,Producto 004,1
186,Producto 004,2
269,Producto 004,3
345,Producto 004,2
348,Producto 004,2
388,Producto 004,1
418,Producto 004,3
420,Producto 004,3
443,Producto 004,1
445,Producto 004,2
465,Producto 004,1
555,Producto 004,2
582,Producto 004,1
590,Producto 004,3
597,Producto 004,3
637,Producto 004,3
640,Producto 004,2
641,Producto 004,3
796,Producto 004,3
981,Producto 004,3
995,Producto 004,1
1004,Producto 004,3
1064,Producto 004,2
1066,Producto 004,3
1112,Producto 004,1
1133,Producto 004,2
1179,Producto 004,3
1179,Producto 004,2
9,Producto 098,1
45,Producto 098,3
71,Producto 098,3
117,Producto 098,2
130,Producto 098,3
181,Producto 098,2
249,Producto 098,3
265,Producto 098,2
328,Producto 098,1
390,Producto 098,1
394,Producto 098,2
396,Producto 098,2
413,Producto 098,1
416,Producto 098,1
467,Producto 098,1
484,Producto 098,2
485,Producto 098,1
557,Producto 098,1
618,Producto 098,2
623,Producto 098,2
669,Producto 098,2
699,Producto 098,1
725,Producto 098,3
754,Producto 098,1
770,Producto 098,1
770,Producto 098,2
800,Producto 098,2
884,Producto 098,3
927,Producto 098,3
954,Producto 098,3
958,Producto 098,3
1014,Producto 098,2
1031,Producto 098,3
1063,Producto 098,3
1128,Producto 098,3
1128,Producto 098,2
9,Producto 080,1
45,Producto 080,2
60,Producto 080,3
91,Producto 080,1
98,Producto 080,3
143,Producto 080,2
156,Producto 080,2
199,Producto 080,1
228,Producto 080,1
245,Producto 080,1
322,Producto 080,2
330,Producto 080,2
340,Producto 080,1
348,Producto 080,1
411,Producto 080,3
432,Producto 080,3
476,Producto 080,2
480,Producto 080,2
516,Producto 080,3
542,Producto 080,1
560,Producto 080,3
592,Producto 080,3
643,Producto 080,2
649,Producto 080,1
650,Producto 080,1
654,Producto 080,2
688,Producto 080,2
721,Producto 080,3
745,Producto 080,1
755,Producto 080,1
804,Producto 080,3
890,Producto 080,2
925,Producto 080,2
968,Producto 080,2
1019,Producto 080,3
1129,Producto 080,3
1165,Producto 080,3
1181,Producto 080,3
9,Producto 011,3
30,Producto 011,1
62,Producto 011,2
87,Producto 011,2
138,Producto 011,3
222,Producto 011,1
223,Producto 011,3
228,Producto 011,1
265,Producto 011,2
287,Producto 011,1
332,Producto 011,2
467,Producto 011,1
493,Producto 011,2
507,Producto 011,2
507,Producto 011,2
510,Producto 011,3
511,Producto 011,2
513,Producto 011,3
637,Producto 011,3
692,Producto 011,2
765,Producto 011,2
768,Producto 011,2
794,Producto 011,2
794,Producto 011,2
807,Producto 011,2
854,Producto 011,1
877,Producto 011,1
879,Producto 011,3
892,Producto 011,3
904,Producto 011,2
941,Producto 011,3
965,Producto 011,1
975,Producto 011,3
1005,Producto 011,3
1032,Producto 011,1
1033,Producto 011,2
1085,Producto 011,3
1134,Producto 011,2
1172,Producto 011,2
1176,Producto 011,2
1184,Producto 011,1
9,Producto 050,2
35,Producto 050,2
56,Producto 050,1
102,Producto 050,1
108,Producto 050,1
130,Producto 050,3
200,Producto 050,1
218,Producto 050,2
253,Producto 050,2
261,Producto 050,3
266,Producto 050,3
267,Producto 050,1
270,Producto 050,1
324,Producto 050,2
354,Producto 050,2
397,Producto 050,2
413,Producto 050,2
428,Producto 050,2
458,Producto 050,2
502,Producto 050,2
601,Producto 050,1
603,Producto 050,1
650,Producto 050,2
705,Producto 050,1
710,Producto 050,2
715,Producto 050,1
721,Producto 050,3
778,Producto 050,2
807,Producto 050,2
822,Producto 050,2
902,Producto 050,1
922,Producto 050,1
932,Producto 050,3
963,Producto 050,3
970,Producto 050,2
974,Producto 050,2
1098,Producto 050,2
1129,Producto 050,2
10,Producto 032,3
21,Producto 032,1
35,Producto 032,3
44,Producto 032,1
89,Producto 032,1
94,Producto 032,3
127,Producto 032,2
129,Producto 032,3
223,Producto 032,2
277,Producto 032,3
311,Producto 032,2
422,Producto 032,1
455,Producto 032,2
476,Producto 032,2
508,Producto 032,3
551,Producto 032,2
572,Producto 032,1
605,Producto 032,3
655,Producto 032,1
670,Producto 032,1
677,Producto 032,1
678,Producto 032,1
721,Producto 032,1
732,Producto 032,3
739,Producto 032,2
766,Producto 032,2
779,Producto 032,2
810,Producto 032,1
883,Producto 032,3
886,Producto 032,3
904,Producto 032,3
906,Producto 032,3
915,Producto 032,2
979,Producto 032,1
983,Producto 032,1
1123,Producto 032,3
1158,Producto 032,3
10,Producto 037,2
19,Producto 037,2
56,Producto 037,2
95,Producto 037,1
100,Producto 037,1
142,Producto 037,3
155,Producto 037,2
182,Producto 037,2
195,Producto 037,2
210,Producto 037,1
214,Producto 037,3
228,Producto 037,2
237,Producto 037,2
244,Producto 037,2
289,Producto 037,2
333,Producto 037,1
339,Producto 037,2
355,Producto 037,2
374,Producto 037,2
431,Producto 037,2
492,Producto 037,3
538,Producto 037,3
563,Producto 037,1
571,Producto 037,3
669,Producto 037,1
697,Producto 037,2
772,Producto 037,2
826,Producto 037,1
833,Producto 037,3
897,Producto 037,1
904,Producto 037,2
964,Producto 037,2
986,Producto 037,1
995,Producto 037,1
1105,Producto 037,1
1106,Producto 037,1
1166,Producto 037,1
1167,Producto 037,3
1170,Producto 037,3
1198,Producto 037,2
11,Producto 022,1
42,Producto 022,2
91,Producto 022,2
100,Producto 022,1
170,Producto 022,3
185,Producto 022,1
226,Producto 022,1
284,Producto 022,3
308,Producto 022,2
391,Producto 022,3
402,Producto 022,1
425,Producto 022,1
472,Producto 022,3
482,Producto 022,3
485,Producto 022,2
590,Producto 022,3
598,Producto 022,2
610,Producto 022,1
628,Producto 022,3
639,Producto 022,2
713,Producto 022,2
733,Producto 022,1
735,Producto 022,1
788,Producto 022,2
790,Producto 022,1
838,Producto 022,1
870,Producto 022,2
878,Producto 022,3
884,Producto 022,3
929,Producto 022,3
932,Producto 022,2
936,Producto 022,1
964,Producto 022,1
1059,Producto 022,3
1148,Producto 022,3
12,Producto 085,2
59,Producto 085,2
67,Producto 085,1
70,Producto 085,1
101,Producto 085,2
101,Producto 085,3
139,Producto 085,1
205,Producto 085,1
212,Producto 085,1
217,Producto 085,2
231,Producto 085,2
293,Producto 085,1
385,Producto 085,3
411,Producto 085,3
415,Producto 085,2
447,Producto 085,1
494,Producto 085,1
516,Producto 085,3
536,Producto 085,2
557,Producto 085,3
615,Producto 085,2
659,Producto 085,3
674,Producto 085,1
703,Producto 085,2
711,Producto 085,3
804,Producto 085,2
807,Producto 085,3
872,Producto 085,1
883,Producto 085,3
944,Producto 085,3
982,Producto 085,3
1047,Producto 085,3
1072,Producto 085,1
1079,Producto 085,3
1133,Producto 085,3
1157,Producto 085,1
1193,Producto 085,1
1199,Producto 085,3
13,Producto 061,2
38,Producto 061,2
86,Producto 061,3
153,Producto 061,1
192,Producto 061,1
212,Producto 061,1
225,Producto 061,2
226,Producto 061,3
237,Producto 061,2
276,Producto 061,3
302,Producto 061,3
310,Producto 061,2
313,Producto 061,3
368,Producto 061,3
399,Producto 061,3
417,Producto 061,3
426,Producto 061,3
455,Producto 061,3
455,Producto 061,3
463,Producto 061,3
479,Producto 061,2
535,Producto 061,2
586,Producto 061,3
661,Producto 061,3
680,Producto 061,3
698,Producto 061,3
699,Producto 061,1
769,Producto 061,2
773,Producto 061,1
814,Producto 061,3
832,Producto 061,2
918,Producto 061,2
925,Producto 061,1
984,Producto 061,3
985,Producto 061,2
1014,Producto 061,2
1150,Producto 061,1
1190,Producto 061,1
1195,Producto 061,2
13,Producto 070,2
16,Producto 070,1
32,Producto 070,2
50,Producto 070,3
145,Producto 070,1
184,Producto 070,2
186,Producto 070,2
260,Producto 070,1
270,Producto 070,3
321,Producto 070,3
344,Producto 070,1
413,Producto 070,1
566,Producto 070,3
589,Producto 070,1
607,Producto 070,1
657,Producto 070,1
692,Producto 070,3
694,Producto 070,1
810,Producto 070,1
855,Producto 070,1
960,Producto 070,2
1028,Producto 070,1
1047,Producto 070,2
1051,Producto 070,1
1153,Producto 070,2
1160,Producto 070,2
1177,Producto 070,1
14,Producto 090,3
46,Producto 090,3
98,Producto 090,3
100,Producto 090,3
133,Producto 090,3
189,Producto 090,2
191,Producto 090,2
193,Producto 090,3
210,Producto 090,3
250,Producto 090,1
321,Producto 090,3
328,Producto 090,1
373,Producto 090,3
376,Producto 090,1
