order_item_id,order_id,product_id,quantity,unit_price
317,103,66,3,60.38
318,103,13,2,336.74
319,103,63,3,129.31
320,103,69,1,449.97
321,104,26,3,486.08
322,104,59,3,307.78
323,105,6,1,173.42
324,106,40,2,404.71
325,106,63,2,129.31
326,106,96,1,401.7
327,106,3,2,19.75
328,106,88,2,235.17
329,107,81,2,131.09
330,107,31,3,367.29
331,107,36,1,15.41
332,108,50,1,375.25
333,108,72,2,441.3
334,108,29,1,246.86
335,109,51,3,33.16
336,109,18,1,75.72
337,109,94,2,390.32
338,110,87,3,147.02
339,110,81,3,131.09
340,110,30,2,123.53
341,110,31,3,367.29
342,110,20,2,498.68
343,111,78,2,469.92
344,111,58,3,440.24
345,111,17,1,110.25
346,112,75,3,115.1
347,112,88,1,235.17
348,113,40,3,404.71
349,113,91,3,404.25
350,114,56,1,9.61
351,114,84,3,335.11
352,115,41,1,214.67
353,115,72,3,441.3
354,116,24,2,342.45
355,117,94,1,390.32
356,117,98,2,416.13
357,118,53,2,291.56
358,118,57,3,271.13
359,118,82,3,185.29
360,118,36,1,15.41
361,119,14,1,269.4
362,119,24,1,342.45
363,120,79,2,23.94
364,120,78,3,469.92
365,120,79,1,23.94
366,120,77,1,483.61
367,120,30,3,123.53
368,121,46,1,87.32
369,122,18,3,75.72
370,122,78,2,469.92
371,122,92,3,230.43
372,122,48,1,146.2
373,123,63,2,129.31
374,123,18,1,75.72
375,123,25,1,60.22
376,123,5,2,405.67
377,124,35,2,450.31
378,125,96,3,401.7
379,125,26,1,486.08
380,126,23,2,485.68
381,127,63,3,129.31
382,127,42,2,35.0
383,127,32,2,68.55
384,127,52,1,339.23
385,127,78,3,469.92
386,128,93,2,249.72
387,128,51,3,33.16
388,128,96,3,401.7
389,128,77,3,483.61
390,129,83,3,333.38
391,129,5,3,405.67
392,129,14,2,269.4
393,129,59,1,307.78
394,129,32,3,68.55
395,130,51,3,33.16
396,130,6,3,173.42
397,130,50,3,375.25
398,130,98,3,416.13
399,130,7,1,50.91
400,131,57,2,271.13
401,131,39,2,363.06
402,131,60,1,466.22
403,132,38,3,40.07
404,132,7,3,50.91
405,132,67,1,418.12
406,132,60,3,466.22
407,133,12,3,229.44
408,133,65,1,84.98
409,133,24,3,342.45
410,133,90,3,51.23
411,134,51,2,33.16
412,134,42,2,35.0
413,135,23,2,485.68
414,136,92,1,230.43
415,136,59,1,307.78
416,136,33,2,482.36
417,136,89,3,331.13
418,136,92,1,230.43
419,137,12,1,229.44
420,138,82,2,185.29
421,138,11,3,492.68
422,138,91,2,404.25
423,138,94,3,390.32
424,139,21,2,431.25
425,139,71,2,463.25
426,139,6,1,173.42
427,139,43,3,99.84
428,139,85,1,99.96
429,140,19,1,374.77
430,140,99,3,227.78
431,141,54,2,467.68
432,142,94,2,390.32
433,142,37,3,355.38
434,142,24,1,342.45
435,143,26,1,486.08
436,143,80,2,221.01
437,144,59,2,307.78
438,145,70,1,391.16
439,145,78,2,469.92
440,145,31,1,367.29
441,145,76,3,115.35
442,146,59,2,307.78
443,146,57,1,271.13
444,146,77,3,483.61
445,146,1,1,17.38
446,147,36,3,15.41
447,147,81,3,131.09
448,147,27,1,421.63
449,147,24,1,342.45
450,147,8,3,404.53
451,148,5,1,405.67
452,148,5,3,405.67
453,148,74,3,394.75
454,149,43,1,99.84
455,149,7,1,50.91
456,149,54,1,467.68
457,150,87,2,147.02
458,150,79,3,23.94
459,151,74,3,394.75
460,151,23,2,485.68
461,151,96,3,401.7
462,151,47,1,86.5
463,151,12,2,229.44
464,152,48,2,146.2
465,152,9,2,44.01
466,152,71,1,463.25
467,153,61,1,445.41
468,153,16,3,403.5
469,153,36,2,15.41
470,154,53,3,291.56
471,154,27,3,421.63
472,154,27,3,421.63
473,154,8,1,404.53
474,154,74,3,394.75
475,155,12,2,229.44
476,155,93,3,249.72
477,155,78,3,469.92
478,155,37,2,355.38
479,155,78,2,469.92
480,156,68,3,157.59
481,156,80,2,221.01
482,156,17,3,110.25
483,157,64,3,415.53
484,157,94,3,390.32
485,157,64,2,415.53
486,157,24,3,342.45
487,157,30,3,123.53
488,158,25,1,60.22
489,158,16,1,403.5
490,158,60,3,466.22
491,159,95,1,29.86
492,160,54,2,467.68
493,160,6,2,173.42
494,160,45,3,30.04
495,160,82,1,185.29
496,160,2,3,339.97
497,161,89,2,331.13
498,161,33,1,482.36
499,162,39,3,363.06
500,162,71,2,463.25
501,162,99,1,227.78
502,163,88,2,235.17
503,164,51,3,33.16
504,164,73,3,402.11
505,164,4,1,359.43
506,165,43,2,99.84
507,165,87,2,147.02
508,166,5,3,405.67
509,166,18,2,75.72
510,166,20,3,498.68
511,166,59,3,307.78
512,167,60,2,466.22
513,167,96,1,401.7
514,167,67,2,418.12
515,168,93,3,249.72
516,168,41,3,214.67
517,168,69,1,449.97
518,168,27,3,421.63
519,168,88,2,235.17
520,169,9,1,44.01
521,169,36,1,15.41
522,169,44,2,234.0
523,170,22,3,300.22
524,170,78,2,469.92
525,170,24,3,342.45
526,170,15,2,343.88
527,170,91,2,404.25
528,171,35,2,450.31
529,172,64,1,415.53
530,173,58,2,440.24
531,173,28,3,271.99
532,173,39,1,363.06
533,174,48,1,146.2
534,175,12,2,229.44
535,175,65,1,84.98
536,176,65,1,84.98
537,176,25,2,60.22
538,176,62,3,360.22
539,176,68,2,157.59
540,177,19,1,374.77
541,177,67,3,418.12
542,177,17,1,110.25
543,178,59,2,307.78
544,179,15,1,343.88
545,179,40,1,404.71
546,179,88,3,235.17
547,179,12,2,229.44
548,179,60,1,466.22
549,180,67,3,418.12
550,181,3,3,19.75
551,181,98,2,416.13
552,181,82,1,185.29
553,182,26,1,486.08
554,182,37,2,355.38
555,182,69,2,449.97
556,183,86,1,309.68
557,183,35,1,450.31
558,183,21,2,431.25
559,183,15,1,343.88
560,184,72,3,441.3
561,184,14,1,269.4
562,184,70,2,391.16
563,184,71,2,463.25
564,184,35,1,450.31
565,185,74,1,394.75
566,185,22,1,300.22
567,185,40,3,404.71
568,186,70,2,391.16
569,186,7,1,50.91
570,186,4,2,359.43
571,187,14,2,269.4
572,188,12,2,229.44
573,189,23,3,485.68
574,189,77,3,483.61
575,189,81,3,131.09
576,189,90,2,51.23
577,190,46,2,87.32
578,190,43,1,99.84
579,190,92,3,230.43
580,190,69,1,449.97
581,190,97,2,475.27
582,191,17,1,110.25
583,191,90,2,51.23
584,191,13,2,336.74
585,191,40,3,404.71
586,191,83,3,333.38
587,192,61,1,445.41
588,192,29,1,246.86
589,192,79,2,23.94
590,192,47,2,86.5
591,193,90,3,51.23
592,193,43,2,99.84
593,194,63,1,129.31
594,194,9,2,44.01
595,194,15,2,343.88
596,194,62,2,360.22
597,195,37,2,355.38
598,195,78,3,469.92
599,196,66,1,60.38
600,196,52,3,339.23
601,197,42,3,35.0
602,198,39,3,363.06
603,199,52,3,339.23
604,199,53,1,291.56
605,199,80,1,221.01
606,199,71,1,463.25
607,200,50,1,375.25
608,200,44,1,234.0
609,200,89,3,331.13
610,200,56,2,9.61
611,201,44,3,234.0
612,201,89,1,331.13
613,201,23,3,485.68
614,201,86,1,309.68
615,201,95,3,29.86
616,202,63,1,129.31
617,202,76,3,115.35
618,202,60,2,466.22
619,202,72,1,441.3
620,202,57,1,271.13
621,203,52,1,339.23
622,203,77,1,483.61
623,203,88,3,235.17
624,204,42,2,35.0
625,204,83,3,333.38
626,204,8,1,404.53
627,204,28,1,271.99
628,205,97,3,475.27
629,205,1,1,17.38
630,205,85,1,99.96
631,205,58,3,440.24
632,205,38,2,40.07
633,206,74,2,394.75
634,206,26,1,486.08
635,206,88,2,235.17
636,206,39,3,363.06
637,206,87,2,147.02
638,207,92,2,230.43
639,207,12,3,229.44
640,207,2,3,339.97
641,207,66,2,60.38
642,208,38,1,40.07
643,208,48,3,146.2
644,209,1,3,17.38
645,210,46,1,87.32
646,210,37,1,355.38
647,210,31,2,367.29
648,210,90,3,51.23
649,210,51,3,33.16
650,211,92,2,230.43
651,211,52,2,339.23
652,211,56,3,9.61
653,212,85,1,99.96
654,212,61,1,445.41
655,213,72,2,441.3
656,213,47,2,86.5
657,214,37,3,355.38
658,214,17,1,110.25
659,215,10,3,290.79
660,216,19,3,374.77
661,217,85,2,99.96
662,217,18,1,75.72
663,217,18,3,75.72
664,217,54,2,467.68
665,218,55,3,200.91
666,218,24,2,342.45
667,218,66,2,60.38
668,218,71,2,463.25
669,218,50,2,375.25
670,219,24,2,342.45
671,219,78,1,469.92
672,220,64,3,415.53
673,220,31,3,367.29
674,220,65,2,84.98
675,220,53,3,291.56
676,220,74,2,394.75
677,221,5,3,405.67
678,222,91,2,404.25
679,222,15,3,343.88
680,222,62,3,360.22
681,222,11,1,492.68
682,223,97,2,475.27
683,223,60,3,466.22
684,223,11,3,492.68
685,223,79,1,23.94
686,223,32,2,68.55
687,224,88,3,235.17
688,225,75,2,115.1
689,225,79,1,23.94
690,225,44,3,234.0
691,225,100,1,315.24
692,225,61,2,445.41
693,226,61,3,445.41
694,226,94,2,390.32
695,226,54,2,467.68
696,226,38,2,40.07
697,226,22,1,300.22
698,227,96,2,401.7
699,227,94,3,390.32
700,227,34,1,357.91
701,227,81,2,131.09
702,227,75,1,115.1
703,228,7,3,50.91
704,228,38,3,40.07
705,228,80,1,221.01
706,228,37,2,355.38
707,228,11,1,492.68
708,229,10,2,290.79
709,229,33,1,482.36
710,229,79,2,23.94
711,229,36,2,15.41
712,229,2,3,339.97
713,230,78,1,469.92
714,231,95,1,29.86
715,231,85,2,99.96
716,231,48,1,146.2
717,231,34,3,357.91
718,231,31,2,367.29
719,232,68,1,157.59
720,232,44,1,234.0
721,233,77,1,483.61
722,233,64,2,415.53
723,234,31,3,367.29
724,234,57,3,271.13
725,234,82,1,185.29
726,234,27,3,421.63
727,235,7,3,50.91
728,235,34,1,357.91
729,235,7,1,50.91
730,236,52,2,339.23
731,236,39,2,363.06
732,236,96,3,401.7
733,236,30,2,123.53
734,237,61,2,445.41
735,237,19,3,374.77
736,237,56,1,9.61
737,237,37,2,355.38
738,238,87,2,147.02
739,238,68,3,157.59
740,238,6,1,173.42
741,238,69,3,449.97
742,239,56,3,9.61
743,239,84,2,335.11
744,239,43,2,99.84
745,240,13,2,336.74
746,240,84,3,335.11
747,240,51,2,33.16
748,241,94,3,390.32
749,241,76,1,115.35
750,242,44,3,234.0
751,242,89,1,331.13
752,242,41,3,214.67
753,242,2,3,339.97
754,242,2,1,339.97
755,243,53,1,291.56
756,244,14,3,269.4
757,244,58,2,440.24
758,244,29,3,246.86
759,244,37,2,355.38
760,244,25,1,60.22
761,245,80,1,221.01
762,246,77,3,483.61
763,247,77,3,483.61
764,247,16,3,403.5
765,248,12,3,229.44
766,249,49,3,81.62
767,249,98,3,416.13
768,250,24,1,342.45
769,250,90,1,51.23
770,250,33,2,482.36
771,250,60,3,466.22
772,250,10,3,290.79
773,251,36,2,15.41
774,251,89,3,331.13
775,251,99,2,227.78
776,251,33,1,482.36
777,252,36,1,15.41
778,253,50,2,375.25
779,253,8,2,404.53
780,253,34,1,357.91
781,253,57,1,271.13
782,254,26,3,486.08
783,254,51,1,33.16
784,254,83,2,333.38
785,254,14,1,269.4
786,255,99,2,227.78
787,255,28,3,271.99
788,255,83,1,333.38
789,255,57,3,271.13
790,255,34,1,357.91
791,256,10,1,290.79
792,257,94,2,390.32
793,257,100,2,315.24
794,257,3,2,19.75
795,257,20,3,498.68
796,257,82,1,185.29
797,258,86,2,309.68
798,259,20,3,498.68
799,259,43,2,99.84
800,259,74,1,394.75
801,260,91,2,404.25
802,260,62,2,360.22
803,260,52,3,339.23
804,260,100,1,315.24
805,260,70,1,391.16
806,261,50,3,375.25
807,262,16,3,403.5
808,262,69,2,449.97
809,262,43,3,99.84
810,262,39,2,363.06
811,263,81,3,131.09
812,264,47,3,86.5
813,265,11,2,492.68
814,265,98,2,416.13
815,265,83,1,333.38
816,266,71,1,463.25
817,266,50,3,375.25
818,267,39,3,363.06
819,267,50,1,375.25
820,268,63,1,129.31
821,268,81,2,131.09
822,268,95,1,29.86
823,269,5,1,405.67
824,269,4,3,359.43
825,270,31,2,367.29
826,270,50,1,375.25
827,270,70,3,391.16
828,270,40,2,404.71
829,270,69,2,449.97
830,271,5,2,405.67
831,272,44,3,234.0
832,273,52,1,339.23
833,274,84,3,335.11
834,274,67,2,418.12
835,275,20,3,498.68
836,275,75,1,115.1
837,275,10,1,290.79
838,275,95,1,29.86
839,275,63,3,129.31
840,276,61,3,445.41
841,277,32,3,68.55
842,278,2,1,339.97
843,278,81,1,131.09
844,279,13,2,336.74
845,279,79,1,23.94
846,279,76,1,115.35
847,280,15,2,343.88
848,281,79,1,23.94
849,281,9,1,44.01
850,281,55,2,200.91
851,281,95,3,29.86
852,281,52,2,339.23
853,282,88,3,235.17
854,283,18,2,75.72
855,283,28,1,271.99
856,283,76,1,115.35
857,283,43,1,99.84
858,283,16,2,403.5
859,284,97,2,475.27
860,284,22,3,300.22
861,285,71,1,463.25
862,285,57,1,271.13
863,285,75,1,115.1
864,286,13,3,336.74
865,286,79,2,23.94
866,287,3,2,19.75
867,287,11,1,492.68
868,288,23,1,485.68
869,289,37,2,355.38
870,289,89,2,331.13
871,289,89,1,331.13
872,289,27,1,421.63
873,289,82,2,185.29
874,290,58,2,440.24
875,290,31,1,367.29
876,290,79,3,23.94
877,290,5,3,405.67
878,290,24,3,342.45
879,291,79,1,23.94
880,291,81,2,131.09
881,291,45,2,30.04
882,291,1,3,17.38
883,292,25,1,60.22
884,292,68,1,157.59
885,293,47,3,86.5
886,293,65,1,84.98
887,293,60,3,466.22
888,293,85,1,99.96
889,293,36,1,15.41
890,294,15,1,343.88
891,294,88,2,235.17
892,295,23,1,485.68
893,295,86,1,309.68
894,295,7,3,50.91
895,295,47,2,86.5
896,296,56,2,9.61
897,296,43,3,99.84
898,297,6,1,173.42
899,297,95,1,29.86
900,297,69,1,449.97
901,297,21,1,431.25
902,298,66,1,60.38
903,298,10,1,290.79
904,298,93,2,249.72
905,298,76,3,115.35
906,299,54,1,467.68
907,299,96,3,401.7
908,299,42,1,35.0
909,300,42,1,35.0
910,301,31,3,367.29
911,302,26,2,486.08
912,302,29,1,246.86
913,302,61,3,445.41
914,302,63,1,129.31
915,303,19,1,374.77
916,303,79,2,23.94
917,303,23,2,485.68
918,303,48,1,146.2
919,304,93,1,249.72
920,304,81,2,131.09
921,304,35,1,450.31
922,304,43,1,99.84
923,305,89,3,331.13
924,306,36,1,15.41
925,307,60,2,466.22
926,308,22,2,300.22
927,308,29,2,246.86
928,308,78,1,469.92
929,308,82,3,185.29
930,309,74,3,394.75
931,309,30,1,123.53
932,310,67,2,418.12
933,310,28,3,271.99
934,310,61,2,445.41
935,310,36,1,15.41
936,311,95,1,29.86
937,311,32,2,68.55
938,311,56,3,9.61
939,311,29,3,246.86
940,312,74,1,394.75
941,312,54,1,467.68
942,313,61,3,445.41
943,314,5,2,405.67
944,314,68,2,157.59
945,314,62,3,360.22
946,314,13,2,336.74
947,314,64,1,415.53
948,315,72,1,441.3
949,316,28,1,271.99
950,316,46,2,87.32
951,316,31,3,367.29
952,316,12,1,229.44
953,317,86,2,309.68
954,317,21,3,431.25
955,317,59,3,307.78
956,317,96,3,401.7
957,318,59,2,307.78
958,319,91,2,404.25
959,319,24,2,342.45
960,320,91,3,404.25
961,320,1,3,17.38
962,320,10,2,290.79
963,320,89,2,331.13
964,321,5,2,405.67
965,321,55,2,200.91
966,321,90,3,51.23
967,321,70,3,391.16
968,321,27,3,421.63
969,322,80,2,221.01
970,323,66,3,60.38
971,324,7,1,50.91
972,324,50,2,375.25
973,324,60,3,466.22
974,325,47,2,86.5
975,326,83,3,333.38
976,326,91,1,404.25
977,327,91,1,404.25
978,327,18,2,75.72
979,327,31,3,367.29
980,327,15,3,343.88
981,327,62,3,360.22
982,328,90,1,51.23
983,328,97,3,475.27
984,328,98,1,416.13
985,328,42,2,35.0
986,328,35,3,450.31
987,329,36,1,15.41
988,329,9,2,44.01
989,329,45,2,30.04
990,329,63,3,129.31
991,330,16,2,403.5
992,330,91,3,404.25
993,330,87,3,147.02
994,330,38,2,40.07
995,330,80,2,221.01
996,331,25,2,60.22
997,332,11,2,492.68
998,333,37,1,355.38
999,333,14,1,269.4
1000,334,15,3,343.88
1001,334,19,2,374.77
1002,334,20,1,498.68
1003,335,81,1,131.09
1004,335,38,2,40.07
1005,335,88,3,235.17
1006,335,17,2,110.25
1007,335,45,2,30.04
1008,336,95,3,29.86
1009,336,3,2,19.75
1010,336,25,1,60.22
1011,336,3,1,19.75
1012,337,83,2,333.38
1013,337,53,3,291.56
1014,337,44,3,234.0
1015,337,83,2,333.38
1016,337,63,3,129.31
1017,338,71,2,463.25
1018,338,59,2,307.78
1019,338,73,1,402.11
1020,338,40,1,404.71
1021,338,34,1,357.91
1022,339,48,2,146.2
1023,339,99,1,227.78
1024,339,19,2,374.77
1025,339,37,2,355.38
1026,340,80,1,221.01
1027,340,92,3,230.43
1028,341,24,1,342.45
1029,341,91,3,404.25
1030,341,86,1,309.68
1031,342,31,1,367.29
1032,342,6,2,173.42
1033,343,17,2,110.25
1034,343,34,2,357.91
1035,343,24,1,342.45
1036,343,72,3,441.3
1037,343,5,3,405.67
1038,344,45,1,30.04
1039,344,48,2,146.2
1040,344,70,1,391.16
1041,345,39,1,363.06
1042,345,4,2,359.43
1043,345,64,1,415.53
1044,345,59,2,307.78
1045,345,20,1,498.68
1046,346,65,2,84.98
1047,346,83,3,333.38
1048,346,38,2,40.07
1049,346,38,3,40.07
1050,346,86,1,309.68
1051,347,94,2,390.32
1052,347,44,3,234.0
1053,347,15,3,343.88
1054,347,62,1,360.22
1055,347,18,3,75.72
1056,348,15,2,343.88
1057,348,4,2,359.43
1058,348,80,1,221.01
1059,348,58,2,440.24
1060,348,12,2,229.44
1061,349,78,3,469.92
1062,350,75,3,115.1
1063,350,29,2,246.86
1064,351,3,1,19.75
1065,351,69,2,449.97
1066,352,66,2,60.38
1067,353,63,2,129.31
1068,353,78,3,469.92
1069,354,8,3,404.53
1070,354,47,2,86.5
1071,354,19,3,374.77
1072,354,55,2,200.91
1073,354,50,2,375.25
1074,355,37,2,355.38
1075,356,40,2,404.71
1076,356,72,1,441.3
1077,356,28,3,271.99
1078,357,95,2,29.86
1079,357,57,2,271.13
1080,357,21,3,431.25
1081,357,55,3,200.91
1082,358,18,3,75.72
1083,358,77,1,483.61
1084,358,19,1,374.77
1085,358,39,2,363.06
1086,359,43,1,99.84
1087,359,76,2,115.35
1088,359,12,1,229.44
1089,359,53,3,291.56
1090,359,35,2,450.31
1091,360,72,2,441.3
1092,360,91,3,404.25
1093,361,26,1,486.08
1094,361,49,2,81.62
1095,362,63,1,129.31
1096,362,39,3,363.06
1097,362,39,2,363.06
1098,362,72,3,441.3
1099,362,60,1,466.22
1100,363,1,1,17.38
1101,364,39,3,363.06
1102,364,82,2,185.29
1103,364,16,3,403.5
1104,365,54,1,467.68
1105,365,63,3,129.31
1106,365,83,1,333.38
1107,366,16,2,403.5
1108,367,9,3,44.01
1109,367,96,2,401.7
1110,367,75,2,115.1
1111,367,73,2,402.11
1112,368,81,3,131.09
1113,368,61,3,445.41
1114,368,16,2,403.5
1115,369,94,3,390.32
1116,369,3,2,19.75
1117,369,21,3,431.25
1118,369,8,1,404.53
1119,369,41,2,214.67
1120,370,46,1,87.32
1121,370,7,2,50.91
1122,371,54,3,467.68
1123,371,46,1,87.32
1124,371,38,2,40.07
1125,372,82,1,185.29
1126,372,66,1,60.38
1127,372,99,3,227.78
1128,372,24,1,342.45
1129,372,77,1,483.61
1130,373,42,2,35.0
1131,373,88,2,235.17
1132,373,35,3,450.31
1133,373,90,3,51.23
1134,373,47,1,86.5
1135,374,75,2,115.1
1136,374,19,1,374.77
1137,374,18,3,75.72
1138,374,37,2,355.38
1139,374,100,2,315.24
1140,375,44,1,234.0
1141,375,14,1,269.4
1142,375,20,3,498.68
1143,375,29,1,246.86
1144,376,79,3,23.94
1145,376,68,3,157.59
1146,376,92,3,230.43
1147,376,90,1,51.23
1148,376,54,2,467.68
1149,377,15,1,343.88
1150,378,62,2,360.22
