order_id,order_date,anio,mes
337,2025-02-18,2025,2
338,2024-05-16,2024,5
339,2023-10-03,2023,10
340,2024-04-07,2024,4
341,2025-06-20,2025,6
342,2024-06-11,2024,6
343,2025-06-17,2025,6
344,2024-05-14,2024,5
345,2025-06-08,2025,6
346,2023-04-06,2023,4
347,2024-10-12,2024,10
348,2025-05-20,2025,5
349,2024-02-12,2024,2
350,2025-04-24,2025,4
351,2023-11-27,2023,11
352,2024-07-14,2024,7
353,2025-05-22,2025,5
354,2025-07-04,2025,7
355,2023-02-17,2023,2
356,2025-05-06,2025,5
357,2025-05-28,2025,5
358,2023-01-01,2023,1
359,2023-07-27,2023,7
360,2023-05-16,2023,5
361,2023-06-12,2023,6
362,2023-10-08,2023,10
363,2023-09-14,2023,9
364,2025-07-14,2025,7
365,2024-02-10,2024,2
366,2024-12-17,2024,12
367,2024-11-02,2024,11
368,2023-01-02,2023,1
369,2023-05-16,2023,5
370,2024-11-27,2024,11
371,2024-12-13,2024,12
372,2025-05-30,2025,5
373,2024-05-04,2024,5
374,2023-04-02,2023,4
375,2023-04-16,2023,4
376,2023-11-03,2023,11
377,2025-04-12,2025,4
378,2024-10-18,2024,10
379,2023-03-12,2023,3
380,2024-09-16,2024,9
381,2023-12-26,2023,12
382,2025-02-05,2025,2
383,2024-09-22,2024,9
384,2023-08-11,2023,8
385,2023-05-24,2023,5
386,2025-01-17,2025,1
387,2024-03-15,2024,3
388,2023-09-11,2023,9
389,2023-09-12,2023,9
390,2025-01-08,2025,1
391,2024-12-08,2024,12
392,2024-11-05,2024,11
393,2024-06-14,2024,6
394,2025-02-04,2025,2
395,2023-02-25,2023,2
396,2023-09-03,2023,9
397,2023-09-04,2023,9
398,2023-03-14,2023,3
399,2024-01-05,2024,1
400,2024-02-01,2024,2
401,2024-03-06,2024,3
402,2023-06-26,2023,6
403,2025-02-27,2025,2
404,2023-03-11,2023,3
405,2023-02-10,2023,2
406,2025-03-19,2025,3
407,2024-10-05,2024,10
408,2024-03-01,2024,3
409,2023-03-26,2023,3
410,2024-09-22,2024,9
411,2023-11-14,2023,11
412,2023-07-28,2023,7
413,2024-07-03,2024,7
414,2024-10-11,2024,10
415,2024-11-28,2024,11
416,2024-12-16,2024,12
417,2025-05-16,2025,5
418,2023-03-30,2023,3
419,2024-04-09,2024,4
420,2023-11-13,2023,11
421,2025-01-28,2025,1
422,2024-12-25,2024,12
423,2023-06-17,2023,6
424,2024-06-19,2024,6
425,2025-01-08,2025,1
426,2023-05-10,2023,5
427,2023-10-03,2023,10
428,2025-02-28,2025,2
429,2025-04-06,2025,4
430,2023-03-07,2023,3
431,2024-08-13,2024,8
432,2024-04-11,2024,4
433,2024-05-26,2024,5
434,2024-01-12,2024,1
435,2023-04-16,2023,4
436,2025-01-10,2025,1
437,2024-06-05,2024,6
438,2025-06-02,2025,6
439,2024-04-28,2024,4
440,2023-06-03,2023,6
441,2025-05-28,2025,5
442,2025-07-24,2025,7
443,2024-03-05,2024,3
444,2024-03-02,2024,3
445,2023-10-05,2023,10
446,2024-01-17,2024,1
447,2025-07-12,2025,7
448,2025-04-03,2025,4
449,2024-02-15,2024,2
450,2025-06-05,2025,6
451,2023-11-15,2023,11
452,2024-04-12,2024,4
453,2023-10-26,2023,10
454,2025-01-27,2025,1
455,2024-01-13,2024,1
456,2025-03-02,2025,3
457,2025-07-11,2025,7
458,2023-09-09,2023,9
459,2024-02-24,2024,2
460,2023-12-21,2023,12
461,2025-06-17,2025,6
462,2023-01-02,2023,1
463,2025-05-19,2025,5
464,2023-04-17,2023,4
465,2024-03-05,2024,3
466,2023-05-26,2023,5
467,2023-02-14,2023,2
468,2025-05-15,2025,5
469,2025-07-06,2025,7
470,2025-02-04,2025,2
471,2024-06-01,2024,6
472,2024-02-08,2024,2
473,2023-03-05,2023,3
474,2023-05-14,2023,5
475,2025-05-21,2025,5
476,2024-02-07,2024,2
477,2023-12-01,2023,12
478,2023-08-28,2023,8
479,2023-05-20,2023,5
480,2023-04-22,2023,4
481,2024-04-05,2024,4
482,2023-05-04,2023,5
483,2025-02-27,2025,2
484,2024-04-19,2024,4
485,2023-04-03,2023,4
486,2023-11-08,2023,11
487,2024-09-09,2024,9
488,2025-05-27,2025,5
489,2024-12-29,2024,12
490,2024-02-10,2024,2
491,2023-11-03,2023,11
492,2023-02-01,2023,2
493,2024-04-08,2024,4
494,2023-09-13,2023,9
495,2025-04-03,2025,4
496,2023-01-13,2023,1
497,2023-08-16,2023,8
498,2024-02-15,2024,2
499,2024-10-22,2024,10
500,2023-09-23,2023,9
501,2023-01-23,2023,1
502,2025-07-13,2025,7
503,2023-05-12,2023,5
504,2025-04-29,2025,4
505,2023-02-13,2023,2
506,2023-06-22,2023,6
507,2025-04-21,2025,4
508,2023-01-31,2023,1
509,2023-06-26,2023,6
510,2023-07-11,2023,7
511,2025-06-23,2025,6
512,2024-09-26,2024,9
513,2023-10-30,2023,10
514,2024-07-17,2024,7
515,2023-10-14,2023,10
516,2023-07-24,2023,7
517,2024-06-22,2024,6
518,2024-07-10,2024,7
519,2025-03-11,2025,3
520,2024-07-11,2024,7
521,2025-07-23,2025,7
522,2024-02-02,2024,2
523,2023-11-23,2023,11
524,2025-07-06,2025,7
525,2023-03-01,2023,3
526,2024-06-26,2024,6
527,2023-08-27,2023,8
528,2023-09-11,2023,9
529,2024-06-30,2024,6
530,2025-01-24,2025,1
531,2023-08-13,2023,8
532,2024-02-02,2024,2
533,2025-05-15,2025,5
534,2024-08-29,2024,8
535,2024-12-15,2024,12
536,2023-01-29,2023,1
537,2024-08-04,2024,8
538,2023-07-12,2023,7
539,2025-06-21,2025,6
540,2023-11-13,2023,11
541,2023-04-03,2023,4
542,2023-08-13,2023,8
543,2023-01-01,2023,1
544,2023-07-26,2023,7
545,2025-01-04,2025,1
546,2025-05-14,2025,5
547,2023-01-23,2023,1
548,2025-07-28,2025,7
549,2025-05-16,2025,5
550,2023-03-16,2023,3
551,2024-11-09,2024,11
552,2023-12-11,2023,12
553,2023-06-11,2023,6
554,2025-03-21,2025,3
555,2024-10-26,2024,10
556,2024-07-29,2024,7
557,2024-09-20,2024,9
558,2024-11-12,2024,11
559,2024-01-23,2024,1
560,2023-10-29,2023,10
561,2023-01-02,2023,1
562,2024-08-09,2024,8
563,2024-08-04,2024,8
564,2023-11-22,2023,11
565,2024-09-18,2024,9
566,2023-04-17,2023,4
567,2023-12-06,2023,12
568,2023-12-22,2023,12
569,2024-10-13,2024,10
570,2025-04-21,2025,4
571,2025-01-16,2025,1
572,2023-01-12,2023,1
573,2024-12-10,2024,12
574,2025-03-16,2025,3
575,2023-02-19,2023,2
576,2024-03-05,2024,3
577,2024-02-28,2024,2
578,2023-12-26,2023,12
579,2025-04-28,2025,4
580,2024-08-14,2024,8
581,2023-08-19,2023,8
582,2025-03-29,2025,3
583,2023-01-21,2023,1
584,2023-04-18,2023,4
585,2025-06-28,2025,6
586,2023-03-18,2023,3
587,2023-04-06,2023,4
588,2025-07-03,2025,7
589,2024-03-17,2024,3
590,2024-09-13,2024,9
591,2023-02-24,2023,2
592,2023-07-14,2023,7
593,2025-01-09,2025,1
594,2023-09-29,2023,9
595,2023-09-01,2023,9
596,2024-08-08,2024,8
597,2023-06-07,2023,6
598,2024-03-13,2024,3
599,2024-11-08,2024,11
600,2023-07-24,2023,7
601,2023-06-24,2023,6
602,2024-04-29,2024,4
603,2025-03-14,2025,3
604,2025-07-05,2025,7
605,2024-10-19,2024,10
606,2024-01-15,2024,1
607,2023-07-11,2023,7
608,2024-03-26,2024,3
609,2025-05-07,2025,5
610,2023-06-04,2023,6
611,2023-04-10,2023,4
612,2025-04-07,2025,4
613,2025-02-13,2025,2
614,2023-03-04,2023,3
615,2024-06-19,2024,6
616,2024-12-04,2024,12
617,2024-08-09,2024,8
618,2023-11-03,2023,11
619,2025-05-24,2025,5
620,2024-08-07,2024,8
621,2024-08-08,2024,8
622,2023-05-31,2023,5
623,2024-04-04,2024,4
624,2023-08-05,2023,8
625,2023-02-13,2023,2
626,2024-03-21,2024,3
627,2024-10-04,2024,10
628,2023-09-22,2023,9
629,2025-07-25,2025,7
630,2024-02-02,2024,2
631,2023-11-30,2023,11
632,2024-04-14,2024,4
633,2025-03-16,2025,3
634,2024-06-19,2024,6
635,2024-02-29,2024,2
636,2024-08-25,2024,8
637,2023-04-13,2023,4
638,2025-03-09,2025,3
639,2025-06-07,2025,6
640,2025-06-17,2025,6
641,2024-11-01,2024,11
642,2024-04-29,2024,4
643,2024-02-17,2024,2
644,2024-11-28,2024,11
645,2024-02-10,2024,2
646,2024-12-08,2024,12
647,2024-05-01,2024,5
648,2024-01-17,2024,1
649,2025-03-23,2025,3
650,2025-05-13,2025,5
651,2024-12-02,2024,12
652,2023-08-22,2023,8
653,2025-01-31,2025,1
654,2023-11-25,2023,11
655,2024-09-11,2024,9
656,2024-03-28,2024,3
657,2024-02-21,2024,2
658,2024-06-12,2024,6
659,2023-02-27,2023,2
660,2023-03-09,2023,3
661,2024-02-18,2024,2
662,2024-06-20,2024,6
663,2023-06-27,2023,6
664,2023-07-25,2023,7
665,2023-02-03,2023,2
666,2024-01-05,2024,1
667,2024-01-13,2024,1
668,2024-02-11,2024,2
669,2024-11-28,2024,11
670,2024-05-15,2024,5
671,2025-06-10,2025,6
672,2023-12-25,2023,12
673,2025-07-04,2025,7
674,2024-12-06,2024,12
675,2024-01-31,2024,1
676,2024-08-08,2024,8
677,2025-05-27,2025,5
678,2024-11-24,2024,11
679,2024-02-24,2024,2
680,2025-03-10,2025,3
681,2023-01-10,2023,1
682,2024-10-24,2024,10
683,2023-01-09,2023,1
684,2025-04-04,2025,4
685,2024-12-27,2024,12
686,2025-07-05,2025,7
687,2024-04-15,2024,4
688,2023-11-06,2023,11
689,2024-09-30,2024,9
690,2023-01-08,2023,1
691,2025-05-13,2025,5
692,2024-10-24,2024,10
693,2023-11-02,2023,11
694,2023-03-07,2023,3
695,2024-10-17,2024,10
696,2023-09-25,2023,9
697,2025-07-02,2025,7
698,2023-06-03,2023,6
699,2025-07-10,2025,7
700,2025-04-01,2025,4
701,2024-11-07,2024,11
702,2025-01-08,2025,1
703,2023-10-30,2023,10
704,2024-02-19,2024,2
705,2024-08-20,2024,8
706,2025-04-15,2025,4
707,2024-12-31,2024,12
708,2024-10-15,2024,10
709,2024-11-18,2024,11
710,2025-05-15,2025,5
711,2025-06-16,2025,6
712,2023-04-10,2023,4
713,2023-09-22,2023,9
714,2025-02-20,2025,2
715,2024-11-27,2024,11
716,2023-04-02,2023,4
717,2025-02-01,2025,2
718,2025-03-18,2025,3
719,2023-09-24,2023,9
720,2025-05-21,2025,5
721,2025-06-06,2025,6
722,2024-09-27,2024,9
723,2023-07-19,2023,7
724,2024-11-28,2024,11
725,2024-02-28,2024,2
726,2023-06-04,2023,6
727,2023-12-17,2023,12
728,2025-07-03,2025,7
729,2023-05-27,2023,5
730,2023-07-04,2023,7
731,2023-12-07,2023,12
732,2023-11-17,2023,11
733,2024-04-07,2024,4
734,2025-03-03,2025,3
735,2023-06-12,2023,6
736,2025-03-09,2025,3
737,2024-03-20,2024,3
738,2024-03-15,2024,3
739,2023-01-05,2023,1
740,2025-01-18,2025,1
741,2025-07-02,2025,7
742,2024-06-27,2024,6
743,2023-01-05,2023,1
744,2023-08-20,2023,8
745,2023-11-16,2023,11
746,2024-05-30,2024,5
747,2023-03-08,2023,3
748,2023-10-25,2023,10
749,2024-09-02,2024,9
750,2025-06-28,2025,6
751,2023-12-17,2023,12
752,2024-01-03,2024,1
753,2025-07-17,2025,7
754,2023-01-20,2023,1
755,2023-05-15,2023,5
756,2024-08-26,2024,8
757,2024-01-11,2024,1
758,2023-02-08,2023,2
759,2023-09-19,2023,9
760,2023-02-19,2023,2
761,2024-11-08,2024,11
762,2023-01-21,2023,1
763,2024-03-02,2024,3
764,2024-07-14,2024,7
765,2023-06-06,2023,6
766,2024-10-07,2024,10
767,2024-11-08,2024,11
768,2023-10-04,2023,10
769,2023-05-21,2023,5
770,2023-04-18,2023,4
771,2023-05-01,2023,5
772,2023-04-19,2023,4
773,2023-07-24,2023,7
774,2024-06-19,2024,6
775,2024-12-21,2024,12
776,2023-02-10,2023,2
777,2023-08-01,2023,8
778,2023-12-05,2023,12
779,2024-11-18,2024,11
780,2025-05-05,2025,5
781,2023-06-02,2023,6
782,2024-06-07,2024,6
783,2023-04-14,2023,4
784,2023-08-25,2023,8
785,2023-09-28,2023,9
786,2025-04-12,2025,4
787,2025-05-22,2025,5
788,2024-11-24,2024,11
789,2023-04-29,2023,4
790,2025-06-30,2025,6
791,2023-05-22,2023,5
792,2023-12-03,2023,12
793,2024-09-28,2024,9
794,2023-04-06,2023,4
795,2023-07-07,2023,7
796,2024-04-12,2024,4
797,2024-12-07,2024,12
798,2024-03-07,2024,3
799,2023-06-20,2023,6
800,2025-01-13,2025,1
801,2025-05-14,2025,5
802,2025-07-22,2025,7
803,2024-08-05,2024,8
804,2024-09-17,2024,9
805,2024-09-18,2024,9
806,2025-06-20,2025,6
807,2025-07-02,2025,7
808,2024-05-14,2024,5
809,2024-03-27,2024,3
810,2024-11-01,2024,11
811,2025-06-08,2025,6
812,2025-01-31,2025,1
813,2023-08-18,2023,8
814,2025-06-13,2025,6
815,2024-12-05,2024,12
816,2024-03-19,2024,3
817,2024-05-08,2024,5
818,2024-10-18,2024,10
819,2025-04-26,2025,4
820,2023-02-25,2023,2
821,2023-06-10,2023,6
822,2025-05-22,2025,5
823,2023-03-18,2023,3
824,2023-09-04,2023,9
825,2023-02-21,2023,2
826,2024-10-20,2024,10
827,2023-08-29,2023,8
828,2025-03-31,2025,3
829,2025-05-27,2025,5
830,2023-05-02,2023,5
831,2024-10-31,2024,10
832,2024-02-27,2024,2
833,2023-01-01,2023,1
834,2024-09-10,2024,9
835,2023-11-08,2023,11
836,2023-07-31,2023,7
837,2023-12-16,2023,12
838,2025-04-16,2025,4
839,2023-12-06,2023,12
840,2024-09-06,2024,9
841,2024-01-08,2024,1
842,2023-04-10,2023,4
843,2023-01-03,2023,1
844,2024-10-10,2024,10
845,2024-07-14,2024,7
846,2023-04-19,2023,4
847,2024-05-19,2024,5
848,2025-01-30,2025,1
849,2023-09-18,2023,9
850,2023-05-04,2023,5
851,2023-08-09,2023,8
852,2023-07-15,2023,7
853,2025-02-14,2025,2
854,2024-10-10,2024,10
855,2023-05-07,2023,5
856,2024-04-13,2024,4
857,2024-05-31,2024,5
858,2023-01-05,2023,1
859,2024-07-20,2024,7
860,2024-08-22,2024,8
861,2025-03-10,2025,3
862,2024-12-09,2024,12
863,2025-04-14,2025,4
864,2024-11-04,2024,11
865,2023-11-26,2023,11
866,2024-03-04,2024,3
867,2024-12-10,2024,12
868,2024-02-12,2024,2
869,2023-10-29,2023,10
870,2023-05-22,2023,5
871,2025-06-26,2025,6
872,2025-05-13,2025,5
873,2023-11-18,2023,11
874,2024-07-20,2024,7
875,2023-08-03,2023,8
876,2024-12-04,2024,12
877,2023-05-16,2023,5
878,2023-07-02,2023,7
879,2024-10-14,2024,10
880,2025-02-18,2025,2
881,2024-08-19,2024,8
882,2024-12-28,2024,12
883,2025-07-04,2025,7
884,2025-06-17,2025,6
885,2023-01-14,2023,1
886,2024-01-26,2024,1
887,2023-02-27,2023,2
888,2025-03-15,2025,3
889,2024-11-30,2024,11
890,2023-03-05,2023,3
891,2023-07-28,2023,7
892,2024-01-03,2024,1
893,2024-09-22,2024,9
894,2024-07-29,2024,7
895,2024-10-24,2024,10
896,2024-06-07,2024,6
897,2024-12-13,2024,12
898,2023-02-18,2023,2
899,2024-03-02,2024,3
900,2024-12-02,2024,12
901,2023-02-25,2023,2
902,2023-07-27,2023,7
903,2025-05-31,2025,5
904,2023-08-19,2023,8
905,2024-12-27,2024,12
906,2024-08-25,2024,8
907,2023-07-21,2023,7
908,2023-07-18,2023,7
909,2024-11-30,2024,11
910,2023-06-27,2023,6
911,2024-01-22,2024,1
912,2024-07-23,2024,7
913,2024-08-21,2024,8
914,2023-12-05,2023,12
915,2023-06-08,2023,6
916,2023-11-27,2023,11
917,2024-10-02,2024,10
918,2023-11-05,2023,11
919,2024-07-17,2024,7
920,2024-12-25,2024,12
921,2023-07-08,2023,7
922,2024-06-01,2024,6
923,2024-07-03,2024,7
924,2023-08-15,2023,8
925,2023-12-06,2023,12
926,2023-08-12,2023,8
927,2024-06-27,2024,6
928,2025-04-23,2025,4
929,2023-01-10,2023,1
930,2024-04-01,2024,4
931,2024-09-20,2024,9
932,2023-02-10,2023,2
933,2024-01-26,2024,1
934,2023-04-27,2023,4
935,2025-01-11,2025,1
936,2024-06-13,2024,6
937,2024-06-10,2024,6
938,2024-05-13,2024,5
939,2024-10-29,2024,10
940,2023-03-26,2023,3
941,2025-03-02,2025,3
942,2024-10-03,2024,10
943,2024-10-06,2024,10
944,2024-12-02,2024,12
945,2023-07-30,2023,7
946,2025-06-18,2025,6
947,2024-03-21,2024,3
948,2023-03-15,2023,3
949,2023-01-25,2023,1
950,2023-02-08,2023,2
951,2023-07-02,2023,7
952,2023-03-14,2023,3
953,2025-07-21,2025,7
954,2024-04-06,2024,4
955,2023-11-20,2023,11
956,2023-05-02,2023,5
957,2025-01-07,2025,1
958,2025-02-02,2025,2
959,2025-05-18,2025,5
960,2024-05-29,2024,5
961,2024-12-03,2024,12
962,2023-10-16,2023,10
963,2024-01-26,2024,1
964,2023-02-01,2023,2
965,2023-08-14,2023,8
966,2025-03-26,2025,3
967,2023-10-30,2023,10
968,2023-11-02,2023,11
969,2025-03-25,2025,3
970,2024-01-18,2024,1
971,2024-07-20,2024,7
972,2023-05-07,2023,5
973,2024-09-02,2024,9
974,2023-03-29,2023,3
975,2025-01-29,2025,1
976,2023-08-05,2023,8
977,2025-05-21,2025,5
978,2023-07-08,2023,7
979,2023-09-16,2023,9
980,2024-11-18,2024,11
981,2023-02-25,2023,2
982,2024-07-16,2024,7
983,2023-03-16,2023,3
984,2023-09-14,2023,9
985,2024-08-17,2024,8
986,2024-01-01,2024,1
987,2023-08-29,2023,8
988,2023-03-13,2023,3
989,2024-05-12,2024,5
990,2024-11-06,2024,11
991,2023-06-06,2023,6
992,2025-04-07,2025,4
993,2023-06-22,2023,6
994,2025-03-15,2025,3
995,2024-10-18,2024,10
996,2024-01-04,2024,1
997,2023-12-06,2023,12
998,2024-04-01,2024,4
